Date,Location,Gear,Depth_m,Total Length_mm,Fork Length_mm,Weight_g,Water Temp_degC,do_mgl,Specific_Conductance_S/cm,Salinity,Acoustic_Tag,Acoustic_Tag_Type,Notes
9/24/2009,Marcus Hook anchorage,DNREC2,12.5,1074,913,5860,21.8,6.2,282,0.1,A114,V16-4H,
9/24/2009,Marcus Hook anchorage,DNREC2,12.5,1112,967,7380,21.8,6.2,282,0.1,A115,V16-4H,
9/24/2009,Marcus Hook anchorage,DNREC2,12.5,1131,970,7360,21.8,6.2,282,0.1,A116,V16-4H,
10/1/2009,Marcus Hook anchorage,A,13.9,245,211,60,19.3,6.6,327,0.2,---,---,
10/1/2009,Marcus Hook anchorage,C,13.6,600,523,1060,19.3,6.6,327,0.2,A117,V16-1L,
10/1/2009,Marcus Hook anchorage,C,13.4,655,566,1180,19.3,6.6,327,0.2,A118,V16-1L,
10/1/2009,Marcus Hook anchorage,C,13.4,1062,913,5920,19.3,6.6,327,0.2,---,---,
10/6/2009,Marcus Hook anchorage,B+B,14.6,223,194,40,18.9,6.7,331,0.2,---,---,
10/6/2009,Marcus Hook anchorage,C,13.9,303,259,100,18.9,6.7,331,0.2,---,---,
10/12/2009,Marcus Hook anchorage,B+B,12.8,282,237,80,17.9,7.3,357,0.2,---,---,
10/14/2009,Marcus Hook anchorage,B+B,13,257,220,40,17.4,6.8,665,0.3,---,---,
10/14/2009,Marcus Hook anchorage,A,13.4,258,220,40,17.4,6.8,665,0.3,---,---,
10/14/2009,Marcus Hook anchorage,B+B,13,319,286,140,17.4,6.8,665,0.3,---,---,
10/29/2009,Marcus Hook anchorage,B+B,13.3,274,232,80,14.3,8.5,325,0.2,---,---,
10/29/2009,Marcus Hook anchorage,B+B,13.3,323,278,130,14.3,8.5,325,0.2,A120,V7-4L,
10/20/2009,Marcus Hook anchorage,A,14,297,248,120,13.7,7.2,378,0.2,---,---,
10/20/2009,Marcus Hook anchorage,A,14,291,248,100,13.7,7.2,378,0.2,---,---,
10/20/2009,Marcus Hook anchorage,B+B,14.9,316,269,120,13.7,7.2,378,0.2,---,---,
11/4/2009,Marcus Hook anchorage,B,14,280,239,80,13.2,7.6,232,0.1,---,---,
11/4/2009,Marcus Hook anchorage,B+B,14.9,304,265,140,13.2,7.6,232,0.1,---,---,
11/4/2009,Marcus Hook anchorage,B,14,309,252,80,13.2,7.6,232,0.1,----,---,
11/4/2009,Marcus Hook anchorage,B+B,14.9,320,277,120,13.2,7.6,232,0.1,---,---,
11/4/2009,Marcus Hook anchorage,B,14,324,279,120,13.2,7.6,232,0.1,----,---,
11/4/2009,Marcus Hook anchorage,B,14,337,289,140,13.2,7.6,232,0.1,A121,V7-4L,
11/4/2009,Marcus Hook anchorage,B,14,345,295,140,13.2,7.6,232,0.1,----,---,
